,Name of compound,Compound ID,molecular_weight,molecular_formula,SMILES
1130,Vinorelbine,Compound(5311497),778.9,C45H54N4O8,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
1131,Vismodegib,Compound(24776445),421.3,C19H14Cl2N2O3S,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
1132,Vitamin A,Compound(445354),286.5,C20H30O,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
1133,Vitamin B Complex,Compound(1052),168.19,C8H12N2O2,CC1=NC=C(C(=C1O)CN)CO
1135,Voriconazole,Compound(71616),349.31,C16H14F3N5O,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
1136,Vortioxetine,Compound(9966051),298.4,C18H22N2S,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C
1137,Warfarin Sodium,Compound(16204922),330.3,C19H15NaO4,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+]
1138,Xipamide,Compound(26618),354.8,C15H15ClN2O4S,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N
1139,Xylometazoline Hydrochloride,Compound(5282386),280.83,C16H25ClN2,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl
1140,Zanamivir,Compound(60855),332.31,C12H20N4O7,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
1141,Zidovudine,Compound(35370),267.24,C10H13N5O4,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
1142,Zinc Acetate,Compound(11192),183.5,C4H6O4Zn,CC(=O)[O-].CC(=O)[O-].[Zn+2]
1143,Zinc Sulfate,Compound(24424),161.4,O4SZn,[O-]S(=O)(=O)[O-].[Zn+2]
1144,Zoledronic Acid,Compound(68740),272.09,C5H10N2O7P2,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
1145,Zolmitriptan,Compound(60857),287.36,C16H21N3O2,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
1146,Zolpidem Tartrate,Compound(441338),764.9,C42H48N6O8,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C.C(C(C(=O)O)O)(C(=O)O)O
1147,Zonisamide,Compound(5734),212.23,C8H8N2O3S,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
1148,Zopiclone,Compound(5735),388.8,C17H17ClN6O3,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
1149,Zuclopenthixol,Compound(5311507),401.0,C22H25ClN2OS,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
1150,Zuclopenthixol Acetate,Compound(6436640),443.0,C24H27ClN2O2S,CC(=O)OCCN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
